Sentence,Tokens,Lemmas,POS,Chapter
"Быки-то их понимают; запрягите хоть двадцать, так коли они крикнут по-своему, быки всё ни с места... Ужасные плуты!",Быки-то;их;понимают;запрягите;хоть;двадцать;так;коли;они;крикнут;по-своему;быки;всё;ни;с;места;Ужасные;плуты,быки-то;они;понимать;запрячь;хоть;двадцать;так;коли;они;крикнуть;по-своему;бык;все;ни;с;место;ужасный;плута,ADV;PRON;VERB;VERB;ADV;NUM;ADV;SCONJ;PRON;VERB;ADV;NOUN;PRON;PART;ADP;NOUN;ADJ;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
А что с них возьмешь?..,А;что;с;них;возьмешь,а;что;с;они;брать,CCONJ;PRON;ADP;PRON;VERB,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
Любят деньги драть с проезжающих... Избаловали мошенников!,Любят;деньги;драть;с;проезжающих;Избаловали;мошенников,любить;деньги;драть;с;проезжать;избаловать;мошенник,VERB;NOUN;VERB;ADP;VERB;VERB;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"увидите, они еще с вас возьмут на водку.",увидите;они;еще;с;вас;возьмут;на;водку,видеть;они;еще;с;вы;брать;на;водка,VERB;PRON;ADV;ADP;PRON;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"Уж я их знаю, меня не проведут!",Уж;я;их;знаю;меня;не;проведут,уж;я;они;знать;я;не;провести,PART;PRON;PRON;VERB;PRON;PART;VERB,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
— А вы давно здесь служите?,А;вы;давно;здесь;служите,а;вы;давно;здесь;служить,CCONJ;PRON;ADV;ADV;VERB,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"— Да, я уж здесь служил при Алексее Петровиче, 1 — отвечал он приосанившись.",Да;я;уж;здесь;служил;при;Алексее;Петровиче;1;отвечал;он;приосанившись,да;я;уж;здесь;служить;при;Алексей;Петрович;1;отвечать;он;приосаниться,PART;PRON;PART;ADV;VERB;ADP;PROPN;PROPN;NUM;VERB;PRON;VERB,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"— Когда он приехал на Линию, я был подпоручиком, — прибавил он, — и при нем получил два чина за дела против горцев.",Когда;он;приехал;на;Линию;я;был;подпоручиком;прибавил;он;и;при;нем;получил;два;чина;за;дела;против;горцев,когда;он;приехать;на;линия;я;быть;подпоручик;прибавить;он;и;при;он;получить;два;чин;за;дело;против;горец,SCONJ;PRON;VERB;ADP;PROPN;PRON;AUX;NOUN;VERB;PRON;CCONJ;ADP;PRON;VERB;NUM;NOUN;ADP;NOUN;ADP;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
— А теперь вы?..,А;теперь;вы,а;теперь;вы,CCONJ;ADV;PRON,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
— Теперь считают в третьем линейном батальоне.,Теперь;считают;в;третьем;линейном;батальоне,теперь;считать;в;третий;линейный;батальон,ADV;VERB;ADP;ADJ;ADJ;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"А вы, смею спросить?..",А;вы;смею;спросить,а;вы;сметь;спросить,CCONJ;PRON;VERB;VERB,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
Я сказал ему.,Я;сказал;ему,я;сказать;он,PRON;VERB;PRON,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"Разговор этим кончился, и мы продолжали молча идти друг подле друга.",Разговор;этим;кончился;и;мы;продолжали;молча;идти;друг;подле;друга,разговор;это;кончиться;и;мы;продолжать;молча;идти;друг;подле;друг,NOUN;PRON;VERB;CCONJ;PRON;VERB;ADV;VERB;NOUN;ADP;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
На вершине горы нашли мы снег.,На;вершине;горы;нашли;мы;снег,на;вершина;гора;найти;мы;снег,ADP;NOUN;NOUN;VERB;PRON;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"Солнце закатилось, и ночь последовала за днем без промежутка, как это обыкновенно бывает на юге; но, благодаря отливу снегов, мы легко могли различать дорогу, которая всё еще шла в гору, хотя уже не так круто.",Солнце;закатилось;и;ночь;последовала;за;днем;без;промежутка;как;это;обыкновенно;бывает;на;юге;но;благодаря;отливу;снегов;мы;легко;могли;различать;дорогу;которая;всё;еще;шла;в;гору;хотя;уже;не;так;круто,Солнце;закатиться;и;ночь;следовать;за;день;без;промежутка;как;это;обыкновенно;бывать;на;юг;но;благодаря;отлив;снег;мы;легко;мочь;различать;дорога;который;все;еще;идти;в;гора;хотя;уже;не;так;крутой,PROPN;VERB;CCONJ;NOUN;VERB;ADP;NOUN;ADP;NOUN;SCONJ;PRON;ADV;VERB;ADP;NOUN;CCONJ;ADP;NOUN;NOUN;PRON;ADV;VERB;VERB;NOUN;PRON;PART;ADV;VERB;ADP;NOUN;SCONJ;ADV;PART;ADV;ADJ,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
"Я велел положить чемодан свой в тележку, заменить быков лошадьми и в последний раз оглянулся вниз на долину, — но густой туман, нахлынувший волнами из ущелий, покрывал ее совершенно, и ни единый звук не долетал уже оттуда до нашего слуха.",Я;велел;положить;чемодан;свой;в;тележку;заменить;быков;лошадьми;и;в;последний;раз;оглянулся;вниз;на;долину;но;густой;туман;нахлынувший;волнами;из;ущелий;покрывал;ее;совершенно;и;ни;единый;звук;не;долетал;уже;оттуда;до;нашего;слуха,я;велеть;класть;чемодан;свой;в;тележка;заменить;бык;лошадь;и;в;последний;раз;оглянуться;вниз;на;долина;но;густой;туман;нахлынуть;волна;из;ущелие;покрывать;она;совершенно;и;ни;единый;звук;не;долетать;уже;оттуда;до;наш;слух,PRON;VERB;VERB;NOUN;DET;ADP;NOUN;VERB;NOUN;NOUN;CCONJ;ADP;ADJ;NOUN;VERB;ADV;ADP;NOUN;CCONJ;ADJ;NOUN;VERB;NOUN;ADP;NOUN;VERB;PRON;ADV;CCONJ;PART;ADJ;NOUN;PART;VERB;ADV;ADV;ADP;DET;NOUN,Герой нашего времени. Часть 1. Бэла. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-02.html
